megadbid,Area,state,latactdd,lonactdd,elevuse_m,coast_km,maxaug_c,mindec_c,continen,precip_cm,rh_ann,raindays,cmd10yr,ecoreg,hw_plot_LG,bahwdftac,pct_hwd,year,N,S,hdep5yroll,ph_5y_roll,3yrSO2ugm3,spp_rich,Sscores,Nscores,N(eutroph),N(mesotroph),N(oligotroph),%oligotrophs,%mesotrophs,%eutrophs,olig:eutro,olig+meso:eutro,N(intermediate),N(sensitive),N(tolerant),% sens,% inter,% tol,sens:tol,sens+inter:tol,N(Cya l),N(Cya s-m),N(For p),N(For sh),N(Mtx m-l),N(Mtx s),% Cya l,% Cya s-m,% For p,% For sh,% Mtx m-l,% Mtx s,% Cya,% For
102168,East,New York,41.75,-74.39,197,58,27,-7,34,121,61.4294,110,,2,1,21.2,95.2,2003,10.96,12.24,0.404177,4.4722488,4.526,9,19.74852885,10.72555446,5,2,2,0.222222222,0.222222222,0.555555556,0.4,0.8,0,1,5,0.166666667,0,0.833333333,0.2,0.2,0,0,0,0,5,4,0,0,0,0,0.555555556,0.444444444,0,0
102171,East,New York,41.92,-74.89,608,97,24,-9,33,123,65.2858,133,,2,1,127.5,80.8,2003,12.58,15.57,0.424191,4.4707806,4.381,13,14.88957252,9.004528291,6,2,5,0.384615385,0.153846154,0.461538462,0.833333333,1.166666667,2,2,6,0.2,0.2,0.6,0.333333333,0.666666667,0,0,0,0,9,4,0,0,0,0,0.692307692,0.307692308,0,0
102172,East,Pennsylvania,41,-75.79,506,119,25,-7,32,129,65.7457,118,,2,1,77.1,100,2003,15.48,21.73,0.4705932,4.4330362,8.149,7,22.21491849,12.41317244,6,0,1,0.142857143,0,0.857142857,0.166666667,0.166666667,1,0,6,0,0.142857143,0.857142857,0,0.166666667,0,0,0,0,5,2,0,0,0,0,0.714285714,0.285714286,0,0
102175,East,Pennsylvania,41.26,-75.31,566,104,23,-9,32,129,70.199,126,,7,1,81.2,100,2003,14.09,18.8,0.430056,4.4509586,6.538,6,22.35756892,12.49470255,5,1,0,0,0.166666667,0.833333333,0,0.2,0,0,5,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0.666666667,0.333333333,0,0
102179,East,Pennsylvania,41.67,-75.36,466,115,24,-9,33,113,65.5168,122,,2,1,112.6,82.8,2003,11.98,14.74,0.4009116,4.4535536,5.382,14,16.38197058,9.641724646,7,0,5,0.416666667,0,0.583333333,0.714285714,0.714285714,2,1,8,0.090909091,0.181818182,0.727272727,0.125,0.375,0,0,0,0,9,4,0,0,0,0,0.692307692,0.307692308,0,0
102183,East,Pennsylvania,41.86,-75.86,419,159,25,-8,33,113,65.5168,141,,2,1,39,91.9,2003,11.94,15.9,0.4364884,4.4310508,5.778,9,20.83673767,10.93604621,5,2,2,0.222222222,0.222222222,0.555555556,0.4,0.8,1,1,5,0.142857143,0.142857143,0.714285714,0.2,0.4,0,0,0,0,5,4,0,0,0,0,0.555555556,0.444444444,0,0
102191,East,Pennsylvania,41.36,-76.79,551,194,24,-7,31,112,75.6117,125,,7,1,46.6,90.2,2003,13.82,20.22,0.4579964,4.3912578,6.946,14,15.96870353,8.925529428,5,2,5,0.416666667,0.166666667,0.416666667,1,1.4,2,3,6,0.272727273,0.181818182,0.545454546,0.5,0.833333333,0,0,0,0,9,4,0,0,0,0,0.692307692,0.307692308,0,0
102195,East,Pennsylvania,41.6,-76.36,461,190,25,-7,32,101,65.5168,122,,2,1,48,100,2003,11.68,17.38,0.404183,4.4089852,7.609,8,14.66985932,9.245293592,3,3,2,0.25,0.375,0.375,0.666666667,1.666666667,1,2,3,0.333333333,0.166666667,0.5,0.666666667,1,0,0,0,0,5,3,0,0,0,0,0.625,0.375,0,0
102202,East,Pennsylvania,41.13,-77.29,368,191,26,-7,33,113,75.6117,123,,2,1,104,81,2003,12.69,17.9,0.478402,4.3697196,7.709,9,17.82900008,10.34350495,5,1,3,0.333333333,0.111111111,0.555555556,0.6,0.8,1,2,5,0.25,0.125,0.625,0.4,0.6,0,0,0,0,7,2,0,0,0,0,0.777777778,0.222222222,0,0
102208,East,Pennsylvania,41.3,-77.8,494,228,26,-7,33,102,65.7457,129,,7,1,161.1,98.2,2003,12.08,18.74,0.4293616,4.3622556,6.363,12,14.59372792,8.53909791,5,1,5,0.454545455,0.090909091,0.454545455,1,1.2,2,2,5,0.222222222,0.222222222,0.555555556,0.4,0.8,0,0,0,0,10,1,0,0,0,0,0.909090909,0.090909091,0,0
102212,East,Pennsylvania,41.56,-77.33,389,232,26,-7,33,93,65.5168,118,,7,1,103,68.3,2003,11.61,17.07,0.3901222,4.3781204,5.349,6,18.2218144,,3,0,2,0.4,0,0.6,0.666666667,0.666666667,1,0,4,0,0.2,0.8,0,0.25,0,0,0,0,4,2,0,0,0,0,0.666666667,0.333333333,0,0
102221,East,Pennsylvania,41.03,-78.25,409,227,26,-6,32,107,65.7457,138,,2,1,89.1,93.4,2003,13.37,24.83,0.4515658,4.3545206,9.21,10,20.24891889,10.47198926,6,0,3,0.333333333,0,0.666666667,0.5,0.5,0,1,7,0.125,0,0.875,0.142857143,0.142857143,0,0,0,0,6,4,0,0,0,0,0.6,0.4,0,0
102224,East,Pennsylvania,41.18,-78.78,468,265,25,-7,32,112,70.6083,149,,7,1,56.9,100,2003,13.19,23.58,0.4649966,4.3524556,8.145,6,24.86352369,11.87649432,5,0,1,0.166666667,0,0.833333333,0.2,0.2,0,0,5,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0.666666667,0.333333333,0,0
102228,East,Pennsylvania,41.47,-78.32,544,267,26,-7,33,110,70.4046,154,,7,1,16,100,2003,11.96,19.66,0.4802782,4.3531002,6.051,7,15.04065963,8.753388629,3,1,3,0.428571429,0.142857143,0.428571429,1,1.333333333,1,1,3,0.2,0.2,0.6,0.333333333,0.666666667,0,0,0,0,6,1,0,0,0,0,0.857142857,0.142857143,0,0
102239,East,Pennsylvania,41.86,-78.38,573,302,24,-8,32,107,65.5168,155,,7,1,111.7,83.5,2003,11.02,18.09,0.4484204,4.3581992,6.057,7,16.18766777,9.580107654,3,0,3,0.5,0,0.5,1,1,0,1,3,0.25,0,0.75,0.333333333,0.333333333,0,0,0,0,5,1,0,0,0,0,0.833333333,0.166666667,0,0
102253,East,Pennsylvania,41.53,-79.85,466,351,26,-7,33,112,65.5168,150,,7,1,91.2,100,2003,13.94,20.62,0.4751712,4.3645898,6.63,6,26.89911491,12.81621045,5,0,1,0.166666667,0,0.833333333,0.2,0.2,0,0,5,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0.5,0.5,0,0
102278,East,Ohio,41.52,-83.86,209,608,27,-6,33,87,70.81,116,,2,1,75.1,39.8,2003,14.43,14.69,0.2804654,4.5110044,7.257,6,17.84426206,11.17825908,3,2,1,0.166666667,0.333333333,0.5,0.333333333,1,0,1,3,0.25,0,0.75,0.333333333,0.333333333,0,0,0,0,3,3,0,0,0,0,0.5,0.5,0,0
102409,East,Massachusetts,42.06,-70.9,35,18,27,-5,32,120,61.6753,113,,2,1,66.9,45.4,2003,11.39,12.95,0.3289316,4.5917794,7.609,14,11.09837732,7.403135314,4,0,8,0.666666667,0,0.333333333,2,2,3,4,4,0.363636364,0.272727273,0.363636364,1,1.75,0,0,1,2,9,0,0,0,0.083333333,0.166666667,0.75,0,0,0.25
102411,East,New Hampshire,42.91,-70.9,23,7,26,-6,32,118,65.9726,115,,2,1,2.2,100,2003,11.53,13.59,0.2917782,4.6034634,6.634,8,10.79993866,7.089313654,2,1,5,0.625,0.125,0.25,2.5,3,3,2,2,0.285714286,0.428571429,0.285714286,1,2.5,0,0,0,1,6,1,0,0,0,0.125,0.75,0.125,0,0.125
102419,East,Massachusetts,42.47,-71.92,347,68,25,-8,33,124,65.5168,126,,7,1,112.7,100,2003,11.75,10.58,0.3533146,4.547586,4.391,12,11.73204651,6.912941572,3,1,7,0.636363636,0.090909091,0.272727273,2.333333333,2.666666667,3,3,3,0.333333333,0.333333333,0.333333333,1,2,0,0,0,1,9,1,0,0,0,0.090909091,0.818181818,0.090909091,0,0.090909091
102429,East,New Hampshire,42.89,-71.95,230,87,25,-9,34,117,65.5168,111,,7,1,93.4,78,2003,10.63,9.94,0.3295706,4.5562086,3.669,9,10.75827718,7.925357536,4,2,3,0.333333333,0.222222222,0.444444444,0.75,1.25,1,2,4,0.285714286,0.142857143,0.571428571,0.5,0.75,0,0,0,0,7,2,0,0,0,0,0.777777778,0.222222222,0,0
102435,East,Connecticut,42.01,-72.88,296,75,26,-8,34,130,65.5168,114,,7,1,141.4,100,2003,12.08,10.74,0.3745318,4.5339076,4.779,6,19.63303123,10.08986524,4,0,2,0.333333333,0,0.666666667,0.5,0.5,0,0,4,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0.833333333,0.166666667,0,0
102436,East,Massachusetts,42.25,-72.42,190,93,26,-7,33,120,61.1814,115,,2,1,19.2,100,2003,11.63,10.96,0.3383112,4.5382572,4.153,11,14.95763914,9.065857707,4,3,4,0.363636364,0.272727273,0.363636364,1,1.75,1,3,5,0.333333333,0.111111111,0.555555556,0.6,0.8,0,0,0,1,7,3,0,0,0,0.090909091,0.636363636,0.272727273,0,0.090909091
102441,East,Massachusetts,42.43,-72.93,387,120,25,-9,34,128,65.5168,112,,7,1,8.9,100,2003,10.82,10.21,0.38405,4.5318672,3.626,8,11.73611496,9.963833883,3,3,0,0,0.5,0.5,0,1,0,2,3,0.4,0,0.6,0.666666667,0.666666667,0,0,0,0,3,3,0,0,0,0,0.5,0.5,0,0
102449,East,Massachusetts,42.67,-72.46,83,114,27,-8,35,115,61.1814,108,,2,1,46.5,72.1,2003,10.04,9.44,0.3176432,4.5383484,3.698,11,13.55021542,8.823585724,5,3,3,0.272727273,0.272727273,0.454545455,0.6,1.2,1,3,5,0.333333333,0.111111111,0.555555556,0.6,0.8,0,0,0,0,8,3,0,0,0,0,0.727272727,0.272727273,0,0
102454,East,Vermont,42.86,-72.96,914,156,21,-11,32,161,69.7819,154,,7,1,120.7,75.5,2003,13.9,13.91,0.4491254,4.5218122,3.296,14,16.49407341,8.945138615,5,0,7,0.583333333,0,0.416666667,1.4,1.4,2,2,7,0.181818182,0.181818182,0.636363636,0.285714286,0.571428571,0,0,0,2,8,3,0,0,0,0.153846154,0.615384615,0.230769231,0,0.153846154
102471,East,New York,42.39,-73.95,195,113,26,-8,34,103,65.7457,115,,2,1,111.8,69.6,2003,10,10.51,0.3461014,4.4977422,4.572,9,17.68417192,10.58041804,5,2,2,0.222222222,0.222222222,0.555555556,0.4,0.8,0,1,5,0.166666667,0,0.833333333,0.2,0.2,0,0,0,0,8,1,0,0,0,0,0.888888889,0.111111111,0,0
102472,East,New York,42.63,-73.44,551,144,23,-9,32,118,65.5168,136,,7,1,108.9,60.6,2003,12.51,12.83,0.386686,4.519342,4.476,9,20.13730773,11.24586359,6,0,1,0.142857143,0,0.857142857,0.166666667,0.166666667,0,0,7,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0.5,0.5,0,0
102477,East,New York,42.16,-74.41,515,96,24,-8,32,120,60.6792,112,,7,1,102.5,71.9,2003,11.89,13.56,0.4062998,4.4781014,3.972,11,19.27050755,10.6316174,7,2,2,0.181818182,0.181818182,0.636363636,0.285714286,0.571428571,1,1,7,0.111111111,0.111111111,0.777777778,0.142857143,0.285714286,0,0,0,0,9,2,0,0,0,0,0.818181818,0.181818182,0,0
102482,East,New York,42.32,-74.93,650,131,24,-9,33,112,65.2858,136,,2,1,87.8,100,2003,11.48,13.79,0.4041904,4.4727856,4.046,12,11.72554655,8.132417594,4,2,5,0.454545455,0.181818182,0.363636364,1.25,1.75,2,3,4,0.333333333,0.222222222,0.444444444,0.75,1.25,0,0,0,1,9,1,0,0,0,0.090909091,0.818181818,0.090909091,0,0.090909091
102486,East,New York,42.57,-74.44,522,137,24,-9,33,100,70.199,126,,2,1,119.8,86.1,2003,10.57,11.41,0.3549428,4.488513,3.705,18,14.13048729,8.416335963,6,3,7,0.4375,0.1875,0.375,1.166666667,1.666666667,2,4,6,0.333333333,0.166666667,0.5,0.666666667,1,0,0,0,1,11,4,0,0,0,0.0625,0.6875,0.25,0,0.0625
102492,East,New York,42.75,-74.99,549,171,23,-8,31,108,65.2858,144,,2,1,86.3,84.8,2003,11.07,12.57,0.3925504,4.4769488,3.734,17,15.00443075,8.980235345,8,1,6,0.4,0.066666667,0.533333333,0.75,0.875,2,2,8,0.166666667,0.166666667,0.666666667,0.25,0.5,0,0,0,1,10,4,0,0,0,0.066666667,0.666666667,0.266666667,0,0.066666667
102493,East,New York,42.99,-74.48,317,181,25,-9,34,114,65.5168,134,,2,1,84.1,53.9,2003,11.63,12.21,0.3863892,4.5022356,3.831,14,16.32406537,9.139671295,6,1,5,0.416666667,0.083333333,0.5,0.833333333,1,2,2,6,0.2,0.2,0.6,0.333333333,0.666666667,0,0,0,1,7,4,0,0,0,0.083333333,0.583333333,0.333333333,0,0.083333333
102495,East,New York,42.09,-75.41,475,141,25,-8,33,111,65.5168,142,,2,1,67.8,100,2003,11.52,14.41,0.398412,4.4520092,4.754,9,15.83423242,9.069519095,4,1,3,0.375,0.125,0.5,0.75,1,1,1,5,0.142857143,0.142857143,0.714285714,0.2,0.4,0,0,0,0,6,3,0,0,0,0,0.666666667,0.333333333,0,0
102499,East,New York,42.53,-75.48,440,174,25,-8,33,107,60.9314,139,,2,1,48.1,78.7,2003,10.61,12.89,0.402033,4.4463476,4.37,10,12.46506092,10.37838009,4,2,2,0.25,0.25,0.5,0.5,1,1,2,4,0.285714286,0.142857143,0.571428571,0.5,0.75,0,0,0,0,5,4,0,0,0,0,0.555555556,0.444444444,0,0
102502,East,New York,42.69,-76.01,534,216,24,-8,32,107,65.5168,147,,2,1,46.4,100,2003,12.79,15.03,0.4191716,4.4188174,4.923,11,15.2173853,8.947429551,4,2,3,0.333333333,0.222222222,0.444444444,0.75,1.25,2,1,4,0.142857143,0.285714286,0.571428571,0.25,0.75,0,0,0,0,7,2,0,0,0,0,0.777777778,0.222222222,0,0
102510,East,New York,42.2,-76.96,541,252,25,-7,32,90,65.5168,119,,2,1,109.5,97.3,2003,10.32,13.7,0.3559578,4.4048042,5.523,14,16.24590859,9.271402803,6,3,4,0.307692308,0.230769231,0.461538462,0.666666667,1.166666667,2,2,6,0.2,0.2,0.6,0.333333333,0.666666667,0,0,0,0,9,4,0,0,0,0,0.692307692,0.307692308,0,0
102515,East,New York,42.45,-76.44,281,228,25,-7,32,94,70.4046,139,,2,1,4.6,100,2003,12.46,20.02,0.3664108,4.4077368,8.927,7,11.3828405,10.07767759,2,3,0,0,0.6,0.4,0,1.5,0,2,2,0.5,0,0.5,1,1,0,0,0,0,2,3,0,0,0,0,0.4,0.6,0,0
102531,East,New York,42.53,-78.01,472,340,24,-8,32,92,65.5168,150,,2,1,16.1,100,2003,11.08,14.96,0.3668314,4.3933862,5.635,9,7.746608661,7.837045104,2,5,2,0.222222222,0.555555556,0.222222222,1,3.5,1,4,2,0.571428571,0.142857143,0.285714286,2,2.5,0,0,0,0,5,4,0,0,0,0,0.555555556,0.444444444,0,0
102534,East,New York,42.8,-77.53,263,318,26,-6,32,87,70.4046,131,,2,1,75.3,100,2003,10.99,14.41,0.3271766,4.4035818,6.25,9,11.13452412,8.813106588,3,2,2,0.285714286,0.285714286,0.428571429,0.666666667,1.333333333,0,2,3,0.4,0,0.6,0.666666667,0.666666667,0,0,0,0,4,3,0,0,0,0,0.571428571,0.428571429,0,0
102540,East,New York,42.46,-79.01,410,381,25,-7,32,111,70.6083,144,,2,1,25.2,95.8,2003,12.79,23.55,0.4586246,4.3541998,8.864,7,16.97153687,9.323097968,3,2,2,0.285714286,0.285714286,0.428571429,0.666666667,1.333333333,1,1,3,0.2,0.2,0.6,0.333333333,0.666666667,0,0,0,0,5,2,0,0,0,0,0.714285714,0.285714286,0,0
102704,East,Maine,43.55,-70.43,45,9,26,-8,34,117,70.6083,115,,2,1,35,42.6,2003,8.45,8.53,0.2431314,4.6531934,4.345,6,10.24995399,6.162211222,2,0,4,0.666666667,0,0.333333333,2,2,1,3,2,0.5,0.166666667,0.333333333,1.5,2,0,0,0,1,4,1,0,0,0,0.166666667,0.666666667,0.166666667,0,0.166666667
102711,East,Maine,43.98,-70.47,141,31,25,-10,35,120,70.199,118,,7,1,28.8,20.6,2003,7.17,6.1,0.2388928,4.663572,2.292,18,8.545794309,5.398590484,3,0,15,0.833333333,0,0.166666667,5,5,5,6,4,0.4,0.333333333,0.266666667,1.5,2.75,0,0,1,4,11,2,0,0,0.055555556,0.222222222,0.611111111,0.111111111,0,0.277777778
102726,East,New Hampshire,43.54,-71.45,213,70,25,-10,35,110,70.4046,118,,7,1,29.4,100,2003,8.23,7.86,0.2673752,4.591588,3.294,13,10.71762469,8.016639973,3,4,6,0.461538462,0.307692308,0.230769231,2,3.333333333,2,6,3,0.545454546,0.181818182,0.272727273,2,2.666666667,0,0,0,1,9,3,0,0,0,0.076923077,0.692307692,0.230769231,0,0.076923077
102731,East,New Hampshire,43.75,-71.99,644,117,22,-11,33,118,69.9914,127,,7,1,139.7,95.2,2003,8.43,7.74,0.3013004,4.569004,2.122,16,12.48344014,8.262985118,6,2,7,0.466666667,0.133333333,0.4,1.166666667,1.5,3,4,6,0.307692308,0.230769231,0.461538462,0.666666667,1.166666667,0,0,0,1,11,3,0,0,0,0.066666667,0.733333333,0.2,0,0.066666667
102738,East,New Hampshire,43.93,-71.48,872,95,21,-13,34,158,74.8985,153,,7,1,70,31.2,2003,9.24,8.62,0.4031248,4.5683362,1.915,15,7.684350006,5.383706238,3,0,10,0.769230769,0,0.230769231,3.333333333,3.333333333,5,3,3,0.272727273,0.454545455,0.272727273,1,2.666666667,0,0,0,3,9,2,0,0,0,0.214285714,0.642857143,0.142857143,0,0.214285714
102740,East,Vermont,43.08,-72.45,115,127,26,-9,35,104,65.5168,115,,7,1,103.4,65.2,2003,8.85,8.43,0.3032726,4.546511,3.309,9,15.18952295,9.464654183,4,3,2,0.222222222,0.333333333,0.444444444,0.5,1.25,1,2,4,0.285714286,0.142857143,0.571428571,0.5,0.75,0,0,0,0,6,3,0,0,0,0,0.666666667,0.333333333,0,0
102751,East,Vermont,43.51,-72.5,398,141,24,-10,34,121,60.6792,127,,7,1,80.1,72,2003,7.65,7.04,0.306142,4.562316,2.354,14,10.32653165,8.152675625,3,4,5,0.416666667,0.333333333,0.25,1.666666667,3,2,5,3,0.5,0.2,0.3,1.666666667,2.333333333,0,0,0,2,7,3,0,0,0,0.166666667,0.583333333,0.25,0,0.166666667
102759,East,Vermont,43.94,-72.53,366,161,23,-12,35,104,60.425,123,,7,1,30.1,19.6,2003,7.68,6.95,0.2671324,4.5758752,2.445,11,15.25849137,8.237892812,4,2,4,0.4,0.2,0.4,1,1.5,2,2,4,0.25,0.25,0.5,0.5,1,0,0,0,1,7,2,0,0,0,0.1,0.7,0.2,0,0.1
102766,East,New York,43.45,-73.53,326,216,25,-10,35,114,75.2587,122,,7,1,94.3,60.1,2003,9.37,9.6,0.3463204,4.541818,3.314,13,12.14112761,8.185779245,5,2,6,0.461538462,0.153846154,0.384615385,1.2,1.6,2,4,5,0.363636364,0.181818182,0.454545455,0.8,1.2,0,0,0,2,9,2,0,0,0,0.153846154,0.692307692,0.153846154,0,0.153846154
102776,East,New York,43.87,-73.56,365,229,24,-11,35,110,60.6792,122,,7,1,124.4,96.9,2003,7.42,7.18,0.2822466,4.5651652,2.371,21,9.11391182,7.432704208,5,6,8,0.421052632,0.315789474,0.263157895,1.6,2.8,2,9,5,0.5625,0.125,0.3125,1.8,2.2,0,0,0,2,12,5,0,0,0,0.105263158,0.631578947,0.263157895,0,0.105263158
102780,East,New York,43.22,-74.01,514,200,23,-9,32,128,65.2858,134,,7,1,73.8,100,2003,9.95,10.41,0.3866408,4.5279388,2.984,17,15.48855542,8.702448416,8,1,7,0.4375,0.0625,0.5,0.875,1,2,2,8,0.166666667,0.166666667,0.666666667,0.25,0.5,0,0,0,1,11,4,0,0,0,0.0625,0.6875,0.25,0,0.0625
102787,East,New York,43.66,-74.03,664,246,22,-13,35,124,74.7157,133,,7,1,142.7,100,2003,7.53,7.71,0.345734,4.5495748,2.186,15,10.77797421,8.205348868,5,4,5,0.357142857,0.285714286,0.357142857,1,1.8,2,5,5,0.416666667,0.166666667,0.416666667,1,1.4,0,0,0,1,10,3,0,0,0,0.071428571,0.714285714,0.214285714,0,0.071428571
102792,East,New York,43.85,-74.6,564,271,23,-13,36,120,64.8176,162,,7,1,118.3,64.1,2003,9.45,10.08,0.353041,4.5442956,2.391,22,9.7410447,6.157875528,6,1,12,0.631578947,0.052631579,0.315789474,2,2.166666667,3,6,6,0.4,0.2,0.4,1,1.5,2,0,0,2,12,4,0.1,0,0,0.1,0.6,0.2,0.1,0.1
102798,East,New York,43.18,-75.05,277,213,25,-9,34,123,60.9314,151,,2,1,105.4,78.2,2003,12.36,12.41,0.4199498,4.4806062,3.409,6,15.50520095,10.11719511,4,0,1,0.2,0,0.8,0.25,0.25,0,0,4,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0.8,0.2,0,0
102802,East,New York,43.36,-75.57,285,248,25,-9,34,126,65.2858,160,,7,1,65.4,74.5,2003,12.84,12.49,0.4840528,4.433508,3.303,15,13.77980286,8.919199347,6,3,3,0.25,0.25,0.5,0.5,1,0,4,6,0.4,0,0.6,0.666666667,0.666666667,0,0,0,0,8,4,0,0,0,0,0.666666667,0.333333333,0,0
102806,East,New York,43.6,-75.1,515,255,23,-12,35,127,64.8176,163,,7,1,145.1,100,2003,11.23,11.67,0.4332192,4.4893906,2.819,12,16.63400261,9.626134489,6,1,5,0.416666667,0.083333333,0.5,0.833333333,1,1,1,7,0.111111111,0.111111111,0.777777778,0.142857143,0.285714286,0,0,0,1,9,2,0,0,0,0.083333333,0.75,0.166666667,0,0.083333333
102811,East,New York,43.77,-75.64,563,288,23,-11,34,160,69.7819,175,,7,1,84.6,56.9,2003,12.14,12.48,0.5923872,4.4427866,3.449,9,11.22705546,7.317147367,3,1,5,0.555555556,0.111111111,0.333333333,1.666666667,2,2,2,3,0.285714286,0.285714286,0.428571429,0.666666667,1.333333333,0,0,0,1,5,3,0,0,0,0.111111111,0.555555556,0.333333333,0,0.111111111
102817,East,New York,43.29,-76.58,118,291,26,-6,32,101,75.7855,144,,2,1,17.4,100,2003,11.05,12.39,0.3891992,4.4131972,4.809,12,10.5914609,8.359134086,3,4,3,0.3,0.4,0.3,1,2.333333333,1,4,3,0.5,0.125,0.375,1.333333333,1.666666667,0,0,0,1,7,2,0,0,0,0.1,0.7,0.2,0,0.1
102819,East,New York,43.53,-76.1,148,286,25,-7,32,123,70.4046,156,,2,1,95.4,100,2003,13.88,13.64,0.453419,4.4080028,3.969,10,13.38989408,9.373450326,4,4,1,0.111111111,0.444444444,0.444444444,0.25,1.25,0,3,4,0.428571429,0,0.571428571,0.75,0.75,0,0,0,0,6,3,0,0,0,0,0.666666667,0.333333333,0,0
102976,East,Maine,44.6,-67.84,16,7,24,-9,33,129,65.2858,123,,2,1,10.1,13.2,2003,5.23,4.93,0.2330386,4.7037216,1.106,21,5.959141823,5.019081219,2,0,19,0.904761905,0,0.095238095,9.5,9.5,8,9,2,0.473684211,0.421052632,0.105263158,4.5,8.5,0,0,3,4,14,0,0,0,0.142857143,0.190476191,0.666666667,0,0,0.333333333
102980,East,Maine,44.81,-67.28,58,12,24,-9,33,126,65.2858,125,,2,1,15,17.5,2003,5.06,4.75,0.2416522,4.6925152,1.025,15,3.891699927,4.212021452,0,1,14,0.933333333,0.066666667,0,,,7,7,0,0.5,0.5,0,,,0,1,2,2,10,0,0,0.066666667,0.133333333,0.133333333,0.666666667,0,0.066666667,0.266666667
102994,East,Maine,44.6,-68.91,55,9,25,-9,34,113,65.2858,113,,2,1,53.4,31.2,2003,5.95,5.63,0.2089484,4.6904758,1.979,28,7.212619012,5.229422526,4,1,21,0.807692308,0.038461539,0.153846154,5.25,5.5,6,14,5,0.56,0.24,0.2,2.8,4,2,1,3,3,11,7,0.074074074,0.037037037,0.111111111,0.111111111,0.407407407,0.259259259,0.111111111,0.222222222
103000,East,Maine,44.82,-68.34,53,37,25,-10,35,112,65.2858,117,,2,1,36.1,39.6,2003,5.3,4.85,0.2057808,4.6955976,1.207,18,7.263367591,4.854070407,2,0,15,0.882352941,0,0.117647059,7.5,7.5,5,10,3,0.555555556,0.277777778,0.166666667,3.333333333,5,1,0,2,2,10,3,0.055555556,0,0.111111111,0.111111111,0.555555556,0.166666667,0.055555556,0.222222222
103010,East,Maine,44.19,-69.93,67,17,25,-9,34,112,60.9314,115,,2,1,3.2,6.9,2003,7.12,5.83,0.2196082,4.6684798,2.297,13,9.091373304,6.518330584,3,1,8,0.666666667,0.083333333,0.25,2.666666667,3,3,4,3,0.4,0.3,0.3,1.333333333,2.333333333,0,0,0,2,8,2,0,0,0,0.166666667,0.666666667,0.166666667,0,0.166666667
103017,East,Maine,44.39,-69.41,99,31,25,-10,35,115,65.2858,115,,2,1,26.2,35.4,2003,6.3,5.56,0.2271338,4.674493,1.822,25,7.094002939,5.334260635,4,1,19,0.791666667,0.041666667,0.166666667,4.75,5,5,12,5,0.545454546,0.227272727,0.227272727,2.4,3.4,2,1,2,6,12,2,0.08,0.04,0.08,0.24,0.48,0.08,0.12,0.32
103023,East,Maine,44.6,-69.96,297,56,24,-12,36,122,69.7819,126,,2,1,45.1,100,2003,5.85,5.13,0.2561832,4.6682866,1.757,18,9.418996769,6.299201823,4,0,12,0.75,0,0.25,3,3,3,7,5,0.466666667,0.2,0.333333333,1.4,2,0,1,0,2,11,2,0,0.0625,0,0.125,0.6875,0.125,0.0625,0.125
103029,East,Maine,44.8,-69.41,81,49,25,-12,37,109,65.0528,118,,2,1,29.4,17.2,2003,5.6,5.04,0.2109912,4.6829688,1.963,22,5.866552474,6.001950538,4,4,13,0.619047619,0.190476191,0.190476191,3.25,4.25,4,10,4,0.555555556,0.222222222,0.222222222,2.5,3.5,0,2,1,3,11,4,0,0.095238095,0.047619048,0.142857143,0.523809524,0.190476191,0.095238095,0.190476191
103038,East,Maine,44.15,-70.99,153,73,26,-10,36,116,60.6792,123,,7,1,53.1,28,2003,6.16,5.49,0.238615,4.6539684,1.647,24,8.908553189,5.981407641,4,0,18,0.818181818,0,0.181818182,4.5,4.5,5,9,7,0.428571429,0.238095238,0.333333333,1.285714286,2,1,1,2,2,12,6,0.041666667,0.041666667,0.083333333,0.083333333,0.5,0.25,0.083333333,0.166666667
103043,East,Maine,44.4,-70.49,273,63,24,-11,35,109,65.0528,119,,7,1,56.8,53,2003,6.35,5.3,0.2325556,4.6606202,1.626,23,7.891058106,5.412727248,3,2,17,0.772727273,0.090909091,0.136363636,5.666666667,6.333333333,6,10,4,0.5,0.3,0.2,2.5,4,1,2,1,3,12,4,0.043478261,0.086956522,0.043478261,0.130434783,0.52173913,0.173913044,0.130434783,0.173913044
103048,East,Maine,44.58,-70.98,741,103,21,-13,34,125,64.8176,156,,7,1,82.7,88.2,2003,7.83,6.54,0.2682334,4.6557298,1.665,16,8.906490621,6.205514302,3,2,8,0.615384615,0.153846154,0.230769231,2.666666667,3.333333333,3,4,4,0.363636364,0.272727273,0.363636364,1,1.75,0,0,0,2,7,5,0,0,0,0.142857143,0.5,0.357142857,0,0.142857143
103052,East,Maine,44.8,-70.48,421,93,23,-13,36,134,69.5703,147,,7,1,119,61.2,2003,7.04,5.91,0.2955432,4.6663378,1.511,19,8.196662952,5.513311331,3,2,13,0.722222222,0.111111111,0.166666667,4.333333333,5,6,5,5,0.3125,0.375,0.3125,1,2.2,0,0,1,2,11,5,0,0,0.052631579,0.105263158,0.578947368,0.263157895,0,0.157894737
