Plot,maxaug_c,mindec_c,continen,precip_cm,N
100836,28,-4,32,116,12.62
100837,28,-4,32,120,12.31
100838,28,-4,32,121,12.63
100839,30,-3,33,119,14.35
100840,30,-2,32,119,13.43
100841,30,-3,33,115,11.73
100847,28,-8,36,42,4.4
100849,30,-8,38,38,3.88
100852,30,-9,39,39,4.52
100856,24,-9,33,51,5.07
100858,26,-9,35,49,4.1
100859,25,-9,34,49,4.4
100861,27,-9,36,44,4.32
100863,26,-9,35,50,4.05
100864,26,-9,35,50,3.87
100865,27,-9,36,45,4.13
100866,30,-9,39,37,3.78
100871,19,-13,32,57,4.47
100872,23,-10,33,43,3.49
100875,23,-10,33,37,3.2
100876,20,-12,32,55,3.99
100877,18,-15,33,99,4.8
100879,26,-13,39,52,3.74
100881,19,-14,33,70,3.47
100885,22,-17,39,46,3.55
100892,19,-15,34,99,3.25
100893,17,-16,33,107,3.86
100894,28,-12,40,40,3.33
100900,26,-12,38,64,4.58
100903,19,-12,31,81,4.3
100904,19,-12,31,86,5.17
100906,22,-11,33,72,4.77
100907,17,-14,31,113,5.11
100908,21,-14,35,78,4.64
100909,20,-15,35,80,5.09
100914,19,-16,35,90,4.36
100917,18,-14,32,95,3.77
100919,27,-8,35,53,3.92
100922,28,-8,36,40,3.88
100925,26,-11,37,53,4.7
100926,22,-13,35,68,4.4
100927,24,-9,33,58,4.38
100929,30,-8,38,34,3.68
100933,19,-15,34,86,4.32
100936,28,-11,39,33,3.41
100938,25,-12,37,57,4.07
100942,29,-8,37,24,2.77
100949,31,-6,37,29,3.65
100952,26,-9,35,52,5.23
100955,24,-8,32,44,3.95
100970,26,-10,36,35,3.26
100972,27,-10,37,34,3.17
100973,21,-13,34,56,3.23
100982,28,-6,34,44,2.93
100983,29,-8,37,38,2.8
100989,26,-9,35,45,4.02
100994,25,-12,37,42,3.47
101005,24,-9,33,56,4.59
101011,22,-9,31,53,4.27
101020,27,-6,33,42,3.78
101039,32,2,30,69,5.53
101042,34,1,33,53,5.65
101043,34,1,33,74,5.22
101044,24,-4,28,106,3.15
101048,28,-1,29,109,4.46
101050,22,-6,28,122,3.28
101052,25,-3,28,119,5.03
101054,33,1,32,75,5.59
101055,32,0,32,90,5.76
101056,31,0,31,99,5.44
101057,27,-2,29,108,5.57
101058,34,2,32,53,7.22
101059,26,6,20,126,10.13
101060,31,4,27,50,5.63
101061,27,4,23,62,8.4
101063,30,-1,31,113,13.38
101064,29,-1,30,116,14.73
101065,29,-1,30,114,16.06
101066,30,-1,31,111,13.87
101067,29,-1,30,114,15.57
101068,29,-1,30,114,15.6
101069,30,-1,31,112,14.26
101070,30,-2,32,112,14.22
101071,30,-1,31,112,15.11
101072,30,-1,31,112,15.11
101075,29,-1,30,113,13.67
101077,29,-1,30,113,17.56
101078,29,-2,31,112,17.92
101080,30,-2,32,112,13.22
101081,30,-2,32,112,13.22
101082,30,-3,33,110,12.87
101083,30,-3,33,110,12.87
101084,29,-1,30,110,7.82
101085,30,-3,33,111,12.43
101087,28,-4,32,118,12.19
101088,28,-4,32,118,12.19
101089,28,-5,33,110,14.3
101091,28,-5,33,110,14.3
101092,25,-5,30,136,15.66
101093,28,-5,33,108,13.18
101094,28,-5,33,108,13.18
101095,27,-5,32,122,14.96
101096,29,-4,33,96,12
101097,29,-4,33,96,12
101098,27,-5,32,107,13.51
101099,28,-5,33,107,9.85
101100,28,-5,33,107,9.85
101101,26,-7,33,113,9.17
101102,23,-8,31,117,12.09
101103,23,-8,31,117,12.09
101104,28,-5,33,99,10.79
101105,22,-9,31,130,11.94
101106,25,-6,31,109,10.31
101107,25,-6,31,109,10.27
101108,25,-7,32,110,9.69
101109,26,-6,32,107,10.37
101110,23,-8,31,135,14.48
101111,24,-7,31,137,12.98
101112,25,-7,32,103,11.74
101113,29,-5,34,92,10.43
101114,23,-8,31,142,15.23
101115,26,-6,32,111,9.66
101116,24,-6,30,147,13.23
101117,26,-5,31,125,14.21
101118,23,-7,30,141,12.97
101119,27,-4,31,119,12.46
101120,26,-7,33,116,9.29
101121,22,-8,30,143,14.5
101122,26,-6,32,140,14.14
101123,25,-7,32,126,10.53
101124,26,-5,31,139,13.2
101125,27,-5,32,133,13.64
101126,25,-7,32,136,12.87
101127,26,-5,31,147,14.06
101128,24,-7,31,163,14.8
101129,28,-4,32,126,12.64
101130,25,-6,31,147,15.22
101131,25,-6,31,147,15.52
101132,27,-5,32,128,13.26
101133,28,-5,33,127,13.38
101134,28,-5,33,116,12.47
101135,27,-4,31,119,13.06
101136,28,-4,32,122,12.82
101137,28,-3,31,117,12.48
101138,28,-4,32,115,12.92
101139,28,-4,32,120,12.55
101140,28,-4,32,117,12.48
101141,29,-3,32,112,12.61
101142,28,-4,32,122,12.44
101143,28,-4,32,120,14.84
101144,29,-3,32,112,15.53
101145,29,-3,32,106,13.7
101146,28,-4,32,122,12.64
101147,29,-4,33,115,13.67
101148,29,-4,33,108,13.58
101149,28,-4,32,119,12.51
101150,29,-4,33,113,13.28
101151,29,-5,34,114,12.37
101152,28,-4,32,121,12.81
101153,29,-4,33,115,13.2
101154,29,-4,33,113,13.81
101155,28,-4,32,119,13.64
101156,29,-4,33,104,12.78
101157,28,-4,32,117,11.89
101158,28,-3,31,117,13.16
101159,29,-4,33,116,12.24
101160,29,-3,32,115,12.89
101161,29,-3,32,113,12.41
101162,29,-4,33,111,13.4
101163,29,-3,32,108,12.86
101164,29,-4,33,107,14.08
101165,29,-4,33,107,13.34
101166,29,-3,32,106,13.34
101167,29,-4,33,106,14.01
101168,29,-4,33,106,13.09
101169,29,-4,33,104,12.42
101170,29,-4,33,105,13.96
101171,28,-3,31,104,13.32
101172,28,-4,32,106,13.17
101173,29,-4,33,115,13.74
101174,28,-4,32,112,13.35
101175,28,-4,32,113,12.72
101176,28,-4,32,108,12.61
101177,28,-4,32,113,13.11
101178,29,-4,33,112,14.06
101179,29,-4,33,111,14.24
101180,30,-3,33,117,16.16
101181,29,-4,33,118,14.96
101182,29,-4,33,113,15.41
101184,29,-4,33,119,14.73
101186,29,-4,33,116,13.31
101187,30,-4,34,113,12.62
101188,30,-5,35,101,11.63
101190,31,-4,35,104,12.28
101196,28,-7,35,41,4.39
101199,27,-9,36,46,6.6
101202,22,-12,34,54,5.02
101204,15,-16,31,85,5.02
101206,25,-12,37,37,3.07
101208,29,-8,37,41,4.11
101210,26,-10,36,30,3.06
101213,22,-10,32,38,2.92
101219,18,-14,32,44,3.56
101221,24,-11,35,40,3.56
101223,18,-14,32,64,6.78
101225,19,-13,32,54,4.39
101226,23,-15,38,38,3.65
101228,23,-15,38,37,2.24
101230,19,-14,33,50,3.4
101232,19,-15,34,56,2.81
101233,17,-15,32,60,2.95
101235,21,-12,33,34,2.61
101240,25,-14,39,26,2.72
101241,20,-18,38,51,3.24
101247,21,-16,37,50,3.6
101248,23,-17,40,35,2.74
101250,23,-12,35,58,4.18
101253,24,-12,36,44,3.44
101255,22,-12,34,42,2.78
101259,28,-8,36,40,2.95
101263,24,-11,35,72,3.6
101264,24,-10,34,52,3.62
101265,24,-11,35,53,4.01
101268,27,-12,39,45,3.51
101275,25,-11,36,73,3.93
101277,27,-9,36,36,5.3
101279,26,-8,34,56,3.85
101284,29,-9,38,39,3.49
101285,24,-10,34,42,3.91
101292,31,-9,40,31,3.49
101294,25,-9,34,51,4.01
101296,31,-8,39,33,2.95
101307,21,-14,35,71,4.59
101308,22,-13,35,52,3.61
101311,22,-11,33,52,3.45
101312,20,-11,31,81,4.66
101314,24,-10,34,38,3.17
101317,23,-11,34,56,3.67
101321,26,-9,35,56,4.2
101379,24,-6,30,112,3.34
101381,20,-10,30,87,2.79
101382,23,-8,31,118,3.51
101384,26,-9,35,33,2.31
101396,30,-1,31,99,4.48
101397,34,1,33,76,7.33
101398,30,-1,31,123,5.73
101401,33,1,32,94,7.23
101402,26,-3,29,129,4.67
101403,28,-2,30,133,5.48
101404,32,1,31,85,6.71
101405,24,-7,31,129,4.21
101406,33,1,32,96,5.93
101409,33,2,31,80,7.33
101411,31,-1,32,140,5.67
101412,31,1,30,142,6.48
101413,33,3,30,55,7.42
101414,33,2,31,83,8.92
101415,29,5,24,113,6.89
101416,30,3,27,101,6.83
101417,28,4,24,116,6.7
101418,30,3,27,103,5.17
101420,34,2,32,55,5.17
101421,30,3,27,115,5.17
101422,34,2,32,52,4.8
101423,32,1,31,92,3.74
101424,27,4,23,178,5.3
101426,30,3,27,132,4.22
101427,31,2,29,128,3.54
101428,29,2,27,140,4.11
101429,29,-2,31,112,14.31
101430,29,-3,32,112,14.14
101431,29,-3,32,113,14.3
101432,28,-3,31,114,13.97
101433,28,-3,31,115,13.91
101435,29,-3,32,116,14.48
101436,29,-2,31,116,15.9
101439,29,-2,31,119,17.16
101440,29,-2,31,118,17.05
101441,29,-3,32,118,15.24
101444,29,-3,32,111,14.35
101445,29,-3,32,117,16.32
101448,30,-1,31,113,15.76
101456,27,-5,32,109,13.91
101457,28,-5,33,94,11.03
101458,28,-4,32,100,12.67
101460,27,-5,32,95,12.37
101461,28,-5,33,92,12.37
101462,27,-5,32,97,12.18
101463,28,-4,32,94,11.97
101464,28,-4,32,99,12.44
101466,29,-4,33,95,11.06
101469,29,-4,33,101,12.76
101471,27,-4,31,105,12.99
101472,28,-4,32,99,12.86
101473,25,-6,31,104,12.37
101474,26,-5,31,101,12.15
101475,23,-7,30,147,16.73
101476,26,-6,32,135,14.58
101477,24,-8,32,146,16.73
101478,24,-7,31,126,14.5
101480,25,-6,31,134,15.68
101481,26,-5,31,124,15.06
101482,24,-6,30,140,14.86
101484,25,-6,31,126,14.36
101490,27,-5,32,112,15.25
101491,27,-5,32,124,12.92
101492,28,-4,32,115,12.63
101494,27,-5,32,121,12.94
101495,28,-5,33,119,13.17
101496,27,-5,32,120,12.92
101497,28,-5,33,118,13.22
101498,28,-5,33,117,12.77
101499,28,-5,33,115,13.33
101500,28,-5,33,116,13.58
101501,28,-5,33,119,13.22
101503,28,-5,33,119,14.01
101504,28,-5,33,111,14.07
101505,28,-5,33,112,14.17
101508,27,-5,32,109,13.53
101509,28,-5,33,108,14.42
101510,28,-5,33,111,14.17
101511,27,-4,31,103,13.08
101513,28,-4,32,115,12.67
101514,28,-5,33,114,13.12
101515,29,-5,34,107,14.28
101516,29,-4,33,104,13.41
101517,28,-5,33,114,13.07
101518,28,-4,32,111,13.78
101519,28,-4,32,107,14.07
101520,28,-5,33,103,12.74
101522,28,-5,33,109,14.3
101525,28,-5,33,102,13.52
101526,27,-5,32,106,13.78
101528,27,-5,32,99,13.55
101529,28,-5,33,102,12.37
101530,28,-5,33,104,12.79
101531,28,-5,33,106,12.11
101532,28,-5,33,101,13.22
101533,28,-5,33,100,12.76
101534,28,-5,33,102,12.65
101535,28,-5,33,104,13.16
101536,27,-5,32,101,14.25
101537,28,-5,33,102,12.79
101538,28,-5,33,102,14.26
101539,28,-5,33,99,12.49
101540,28,-5,33,102,13.07
101541,27,-5,32,100,13.19
101542,29,-4,33,105,12.73
101543,28,-4,32,109,13.16
101544,28,-4,32,103,13.53
101546,28,-5,33,99,13.29
101547,28,-5,33,97,14.12
101548,28,-4,32,110,15.37
101549,29,-4,33,109,16.51
101550,29,-4,33,114,17.76
101551,29,-4,33,107,14.5
101553,29,-4,33,102,14.69
101555,28,-5,33,101,14.77
101556,28,-6,34,102,13.98
101558,28,-5,33,113,14.78
101559,28,-5,33,110,14.83
101560,27,-6,33,103,13.84
101561,28,-5,33,112,15.13
101562,28,-5,33,110,14.59
101563,28,-5,33,112,14.7
101564,29,-5,34,108,13.42
101565,30,-5,35,99,12.42
101566,30,-5,35,98,13.02
101567,30,-6,36,97,12.71
101569,30,-6,36,95,12.14
101570,29,-6,35,96,11.96
101579,28,-10,38,48,5.15
101580,27,-10,37,53,5.67
101582,28,-9,37,47,6.72
101587,23,-10,33,64,5.62
101588,26,-12,38,47,4.87
101589,19,-11,30,74,4.87
101591,18,-13,31,84,5.5
101593,18,-14,32,53,4.08
101594,20,-11,31,68,6.01
101596,17,-13,30,69,5.11
101599,17,-14,31,63,4.78
101601,22,-10,32,47,5.63
101602,20,-11,31,75,6.03
101603,21,-14,35,63,4.21
101607,18,-15,33,52,3.44
101608,19,-17,36,71,3.34
101610,20,-16,36,59,2.98
101613,18,-16,34,75,3.13
101614,21,-15,36,49,4.16
101615,19,-12,31,71,3.52
101616,24,-13,37,52,2.87
101617,21,-15,36,47,4.58
101618,18,-14,32,80,3.91
101619,27,-14,41,36,3.65
101620,24,-9,33,48,3.73
101623,21,-14,35,66,3.07
101625,23,-12,35,60,3.68
101630,19,-15,34,85,4.96
101633,25,-13,38,57,3.39
101634,26,-12,38,44,3.37
101635,29,-12,41,39,3.12
101638,27,-10,37,43,3.69
101644,25,-12,37,51,4
101646,17,-15,32,108,4.01
101648,26,-13,39,50,3.95
101649,19,-15,34,86,4.38
101653,28,-9,37,40,3.78
101659,24,-10,34,58,3.96
101660,22,-9,31,56,3.92
101663,27,-10,37,41,4
101670,27,-10,37,37,3.34
101672,28,-9,37,35,4.84
101677,24,-10,34,41,3.85
101684,29,-7,36,30,3.13
101687,25,-9,34,42,3.23
101693,25,-9,34,45,4.27
101696,25,-14,39,53,4.24
101698,24,-10,34,67,3.57
101705,28,-10,38,38,3.41
101709,25,-12,37,54,3.59
101710,24,-12,36,47,3.48
101750,25,-7,32,64,2.4
101751,26,-3,29,162,5.97
101752,25,-8,33,113,4.06
101754,28,1,27,151,6.18
101756,29,-1,30,163,6.66
101758,28,0,28,165,5.88
101761,26,-2,28,179,5.79
101762,28,-8,36,49,2.59
101763,24,-5,29,184,3.76
101764,28,-7,35,64,2.72
101765,29,-5,34,117,3.26
101766,26,-6,32,51,2.22
101769,25,-6,31,116,2.95
101770,31,-3,34,93,3.38
101772,33,2,31,69,7.26
101773,32,2,30,104,6.81
101774,30,0,30,161,6.58
101776,29,-1,30,200,6.83
101777,26,-2,28,199,6.3
101778,33,3,30,87,6.58
101779,26,-2,28,235,4.11
101780,29,1,28,184,6.09
101781,34,3,31,107,7.61
101782,25,-3,28,140,3.16
101783,27,-1,28,202,6.86
101786,34,3,31,58,3.45
101787,32,2,30,95,3.3
101788,28,0,28,129,3.1
101789,33,1,32,55,3.5
101790,30,0,30,151,3.19
101791,28,1,27,93,3.3
101792,22,-3,25,156,2.56
101793,25,-1,26,92,2.48
101794,29,3,26,123,3.5
101795,32,1,31,115,3.19
101796,30,2,28,141,3.05
101797,27,3,24,127,3.28
101798,28,2,26,200,2.53
101800,27,2,25,207,3.64
101801,26,1,25,197,3.63
101802,34,0,34,109,2.16
101803,28,1,27,202,3.13
101804,23,-3,26,188,2.76
101805,25,3,22,184,3.84
101806,26,-3,29,121,7.44
101813,27,-4,31,114,17.78
101814,27,-6,33,129,16.29
101816,28,-4,32,118,19.56
101820,25,-7,32,128,16.81
101822,27,-6,33,110,13.95
101824,28,-4,32,103,14.91
101825,27,-5,32,108,13.89
101826,27,-5,32,109,13.34
101828,27,-5,32,101,12.37
101829,26,-6,32,109,13.34
101831,25,-7,32,124,14.3
101833,25,-7,32,117,14.38
101834,25,-7,32,125,14.2
101835,25,-7,32,119,14.21
101838,27,-6,33,101,13.58
101839,26,-5,31,103,13.04
101841,25,-6,31,113,13.53
101845,26,-5,31,104,11.42
101847,25,-7,32,111,15.15
101848,26,-6,32,103,12.76
101852,25,-7,32,110,14.8
101860,28,-5,33,102,15.42
101862,27,-5,32,100,15.5
101864,27,-6,33,112,14.28
101865,27,-6,33,108,14.5
101867,27,-5,32,102,13.58
101868,27,-5,32,105,14.24
101870,27,-5,32,102,14.01
101873,27,-5,32,100,13.79
101876,27,-5,32,99,13.89
101878,27,-5,32,100,14.1
101881,27,-5,32,98,14.25
101883,27,-5,32,97,15.03
101884,27,-5,32,98,15.74
101885,27,-5,32,103,12.98
101886,27,-5,32,103,13.57
101887,27,-5,32,100,14.46
101888,27,-5,32,101,13.75
101889,27,-5,32,103,13.56
101890,27,-5,32,100,14.68
101891,27,-5,32,99,15.38
101892,27,-5,32,101,14.07
101894,28,-5,33,100,14.82
101895,27,-5,32,103,13.85
101896,27,-6,33,103,13.69
101898,27,-6,33,101,14.25
101899,26,-6,32,103,14.16
101900,27,-6,33,98,14.55
101901,27,-6,33,97,14.2
101902,27,-6,33,98,13.64
101903,27,-6,33,96,14.09
101904,27,-6,33,96,17.02
101907,27,-6,33,94,18.1
101909,27,-6,33,99,14.56
101910,27,-7,34,99,15.09
101911,28,-7,35,93,11.96
101912,30,-6,36,96,11.19
101919,26,-7,33,55,7.58
101921,23,-9,32,51,6.59
101925,23,-9,32,51,5.95
101926,22,-14,36,69,4.15
101930,20,-12,32,69,5.5
101932,22,-10,32,55,5.63
101933,20,-16,36,64,4.87
101935,19,-13,32,58,4.88
101936,20,-13,33,47,4.76
101941,21,-12,33,49,4.83
101942,22,-12,34,48,3.8
101945,20,-15,35,85,4.02
101947,21,-14,35,55,2.8
101948,24,-15,39,57,4.11
101950,21,-14,35,59,3.96
101952,22,-13,35,83,5.01
101955,21,-14,35,97,5.43
101962,24,-11,35,61,3.24
101964,24,-12,36,74,3.86
101965,22,-13,35,76,4.54
101972,27,-11,38,47,3.1
101991,22,-14,36,53,3.49
101992,25,-13,38,38,2.82
101995,24,-11,35,42,2.63
102002,27,-14,41,35,3.45
102004,25,-13,38,40,3.46
102006,20,-15,35,64,3.82
102008,19,-16,35,76,4.18
102020,24,-15,39,59,2.95
102022,26,-9,35,55,4.9
102024,26,-11,37,62,4.61
102061,25,-8,33,85,2.88
102062,26,-8,34,89,3.09
102063,25,-6,31,79,3.26
102064,27,-6,33,46,2.58
102065,26,-7,33,89,3.01
102066,25,-6,31,62,2.08
102067,24,-7,31,108,2.49
102069,25,-9,34,62,1.85
102070,27,-7,34,55,2.28
102071,26,-7,33,38,1.85
102072,23,-4,27,226,5.48
102073,28,-5,33,105,2.66
102074,31,1,30,126,4.39
102075,28,-7,35,87,2.6
102076,27,-6,33,137,2.64
102077,31,1,30,97,4.19
102078,23,-7,30,148,3.24
102079,29,0,29,104,4.38
102080,23,-8,31,102,3.08
102081,24,-5,29,112,2.99
102082,29,-1,30,121,4.43
102083,26,-9,35,58,2.33
102084,26,-8,34,52,2.21
102085,26,-5,31,114,2.93
102087,29,-6,35,47,2.1
102088,34,2,32,76,4.03
102089,34,2,32,70,3.21
102090,26,0,26,162,2.52
102091,32,-1,33,85,2.48
102092,35,2,33,101,6.12
102093,35,2,33,90,4.12
102094,27,-1,28,118,2.23
102095,35,2,33,109,6.18
102096,28,-1,29,153,4.94
102097,28,-1,29,126,3.95
102098,34,2,32,151,5.14
102099,33,0,33,113,4.84
102100,27,-4,31,124,3.05
102101,31,0,31,231,5.25
102102,32,1,31,210,4.88
102103,31,-1,32,130,3.51
102104,31,1,30,162,2.45
102105,26,-2,28,194,2.59
102106,29,1,28,152,2.52
102107,30,-1,31,160,2.68
102108,27,-1,28,189,2.51
102109,29,3,26,159,2.89
102111,28,-1,29,189,1.87
102112,27,3,24,157,2.86
102113,30,-2,32,122,1.92
102114,27,-3,30,147,2.21
102115,30,-1,31,140,2.08
102116,33,2,31,137,2.18
102117,26,0,26,214,3.14
102118,33,3,30,175,2.6
102119,25,4,21,201,3.74
102120,26,3,23,213,4.48
102122,25,-4,29,123,5.58
102124,26,-4,30,124,11
102125,26,-4,30,129,11.79
102126,26,-4,30,124,11.27
102127,27,-5,32,126,11.89
102128,26,-6,32,125,11.87
102131,27,-4,31,124,11.38
102132,26,-4,30,123,14.55
102133,26,-6,32,130,12.2
102134,26,-6,32,126,11.76
102135,27,-6,33,131,12.45
102136,27,-5,32,129,12.96
102137,27,-6,33,134,12.54
102138,27,-5,32,130,14.13
102140,26,-6,32,128,11.96
102142,26,-7,33,130,12.16
102146,27,-4,31,129,15.49
102147,27,-5,32,128,15.27
102148,27,-5,32,137,14.16
102149,26,-6,32,134,14.66
102151,26,-7,33,130,13.21
102152,28,-6,34,116,13.77
102155,26,-7,33,132,13.81
102157,24,-9,33,137,13.39
102158,24,-7,31,130,13.14
102159,26,-7,33,115,11.96
102160,27,-7,34,114,12.13
102162,25,-7,32,121,11.81
102163,26,-6,32,122,12.36
102164,25,-7,32,116,11.86
102165,27,-6,33,113,12.04
102166,27,-6,33,115,11.51
102168,27,-7,34,121,10.96
102169,27,-7,34,122,10.99
102170,23,-9,32,129,13.45
102171,24,-9,33,123,12.58
102172,25,-7,32,129,15.48
102173,25,-7,32,117,15.42
102175,23,-9,32,129,14.09
102177,25,-7,32,109,11.39
102178,25,-7,32,113,12.22
102179,24,-9,33,113,11.98
102183,25,-8,33,113,11.94
102185,24,-8,32,115,11.68
102186,25,-8,33,112,11.44
102189,25,-7,32,113,13.47
102191,24,-7,31,112,13.82
102193,23,-7,30,125,11.68
102195,25,-7,32,101,11.68
102197,26,-7,33,94,10.7
102198,25,-7,32,96,12.97
102200,25,-8,33,106,12.04
102202,26,-7,33,113,12.69
102203,25,-7,32,111,13.88
102205,25,-7,32,105,13.12
102206,25,-7,32,104,13.06
102207,25,-7,32,105,12.01
102208,26,-7,33,102,12.08
102211,24,-8,32,97,11.74
102212,26,-7,33,93,11.61
102213,24,-8,32,99,11.99
102214,24,-8,32,106,12.73
102215,25,-8,33,105,12.45
102217,25,-7,32,89,11.5
102221,26,-6,32,107,13.37
102222,25,-6,31,110,13.39
102223,26,-6,32,112,13.79
102224,25,-7,32,112,13.19
102225,25,-7,32,111,12.48
102226,24,-7,31,111,13.14
102227,25,-7,32,113,12.8
102228,26,-7,33,110,11.96
102229,24,-8,32,115,12.32
102231,25,-7,32,108,11.96
102232,25,-7,32,112,12.18
102238,24,-8,32,107,12.03
102239,24,-8,32,107,11.02
102244,24,-8,32,115,13.42
102247,25,-7,32,116,13.82
102249,26,-6,32,113,14.17
102251,26,-7,33,112,13.9
102252,25,-7,32,113,12.7
102253,26,-7,33,112,13.94
102259,27,-5,32,96,14.31
102264,26,-7,33,109,15.19
102278,27,-6,33,87,14.43
102279,28,-6,34,88,13.67
102280,26,-7,33,93,14.3
102282,26,-5,31,94,16.55
102285,28,-8,36,94,13.22
102286,28,-8,36,93,12.12
102287,28,-8,36,91,12.45
102291,21,-14,35,63,4.25
102292,20,-14,34,117,6.03
102307,27,-8,35,54,4.03
102324,26,-10,36,60,2.53
102341,25,-8,33,30,1.42
102345,26,-8,34,46,1.89
102346,27,-7,34,39,1.88
102347,27,-5,32,50,2.38
102348,23,-8,31,75,2.37
102349,24,-9,33,73,2.46
102350,24,-8,32,60,1.98
102351,22,-8,30,80,2.29
102352,28,-7,35,45,1.65
102353,27,-7,34,38,1.47
102354,28,-7,35,40,1.13
102355,26,-7,33,53,1.63
102356,22,-9,31,97,2.92
102357,30,-4,34,61,2.34
102358,27,-4,31,58,2.59
102359,29,-3,32,170,4.72
102360,28,-4,32,170,3.27
102361,25,-6,31,54,2.14
102362,28,-5,33,60,2.28
102364,29,-6,35,76,2.76
102365,26,-6,32,58,2.1
102367,28,-5,33,94,3.08
102368,26,-4,30,116,2.85
102369,27,-6,33,49,2.03
102370,24,-5,29,117,2.7
102371,27,-7,34,54,1.93
102373,28,-8,36,32,1.58
102374,29,0,29,210,4.66
102375,30,-4,34,128,3.69
102376,23,-3,26,176,3.7
102378,21,-5,26,114,2.86
102379,30,-4,34,54,1.75
102380,22,-4,26,121,2.78
102381,21,-6,27,65,2.53
102382,27,-5,32,52,1.76
102384,30,-4,34,56,2.2
102385,28,-3,31,72,2.12
102386,29,-2,31,74,1.8
102387,33,2,31,154,2.48
102388,31,2,29,218,2.71
102389,29,-1,30,109,1.97
102390,32,0,32,148,2.17
102391,33,3,30,154,1.8
102392,24,2,22,168,3.01
102393,21,-4,25,156,2.29
102394,27,2,25,207,2.77
102395,28,-1,29,330,2.37
102396,23,-4,27,98,1.61
102397,28,-1,29,227,1.72
102398,26,-1,27,397,2.96
102399,23,1,22,286,3.15
102400,22,-3,25,236,2.38
102401,30,-1,31,64,1.4
102403,32,-1,33,148,1.8
102404,27,0,27,253,3.14
102405,25,1,24,255,2.76
102406,28,-2,30,180,2.32
102407,27,-2,29,220,2.44
102408,24,1,23,241,3.44
102409,27,-5,32,120,11.39
102410,26,-6,32,119,11.48
102411,26,-6,32,118,11.53
102412,26,-7,33,122,11.67
102417,27,-7,34,124,13.35
102418,25,-6,31,125,12.91
102419,25,-8,33,124,11.75
102422,27,-6,33,119,13.73
102423,27,-7,34,116,12.61
102424,26,-8,34,121,10.8
102426,24,-9,33,122,10.34
102427,26,-8,34,118,11.08
102428,27,-7,34,113,9.7
102429,25,-9,34,117,10.63
102432,25,-7,32,125,12.35
102433,25,-7,32,127,13.15
102434,26,-7,33,122,12.91
102435,26,-8,34,130,12.08
102436,26,-7,33,120,11.63
102437,26,-8,34,121,11.55
102438,27,-7,34,117,11.39
102440,25,-9,34,140,12.01
102441,25,-9,34,128,10.82
102442,25,-9,34,120,11.33
102446,25,-8,33,126,11.26
102447,25,-8,33,131,10.06
102448,25,-9,34,119,9.85
102449,27,-8,35,115,10.04
102450,25,-9,34,125,9.56
102451,24,-9,33,127,9.95
102452,25,-9,34,131,11.28
102453,26,-9,35,106,9.58
102454,21,-11,32,161,13.9
102457,24,-8,32,119,9.75
102460,23,-11,34,133,11.48
102461,25,-8,33,133,13.02
102462,26,-8,34,112,11.39
102463,27,-7,34,107,11.07
102464,27,-7,34,108,10.47
102467,24,-9,33,125,11.69
102468,25,-9,34,118,11.58
102469,25,-9,34,113,11.82
102470,27,-6,33,98,13.02
102471,26,-8,34,103,10
102472,23,-9,32,118,12.51
102474,22,-10,32,138,12.4
102475,24,-9,33,129,15.03
102476,24,-10,34,113,12.42
102477,24,-8,32,120,11.89
102479,24,-9,33,109,11.5
102480,24,-9,33,115,11.64
102481,23,-10,33,107,10.18
102482,24,-9,33,112,11.48
102484,24,-10,34,104,10
102486,24,-9,33,100,10.57
102487,25,-8,33,107,11.26
102488,25,-8,33,95,9.66
102490,24,-8,32,108,11.41
102491,25,-8,33,99,10.22
102492,23,-8,31,108,11.07
102493,25,-9,34,114,11.63
102494,26,-8,34,110,11.73
102495,25,-8,33,111,11.52
102496,24,-7,31,110,11.67
102499,25,-8,33,107,10.61
102500,24,-8,32,109,11.69
102501,25,-8,33,104,10.9
102502,24,-8,32,107,12.79
102503,24,-9,33,110,11.48
102505,25,-8,33,105,12.78
102506,25,-7,32,96,11.15
102507,25,-7,32,96,10.29
102508,26,-7,33,92,10.82
102509,25,-7,32,91,10.49
102510,25,-7,32,90,10.32
102511,25,-8,33,100,10.88
102515,25,-7,32,94,12.46
102519,26,-6,32,90,10.07
102520,25,-7,32,104,12.56
102521,26,-6,32,90,11.42
102522,24,-8,32,94,10.75
102530,23,-8,31,95,11.13
102531,24,-8,32,92,11.08
102534,26,-6,32,87,10.99
102535,26,-6,32,89,10.56
102536,24,-8,32,105,11.46
102539,25,-8,33,116,12.36
102540,25,-7,32,111,12.79
102545,25,-7,32,116,12.35
102548,25,-7,32,120,13.01
102550,26,-7,33,80,14.07
102551,26,-7,33,81,12.19
102553,27,-7,34,97,13.71
102554,26,-6,32,90,15.83
102555,27,-9,36,88,14.14
102556,26,-9,35,87,13.31
102557,27,-9,36,92,12.61
102558,28,-9,37,92,12.35
102561,24,-13,37,56,4.94
102572,21,-13,34,78,4.03
102574,21,-14,35,87,3.59
102577,24,-15,39,66,3.94
102578,22,-13,35,113,5.06
102580,20,-12,32,114,2.83
102582,22,-12,34,72,3.23
102585,22,-12,34,92,4.67
102589,25,-10,35,92,3.66
102590,24,-14,38,59,3.26
102595,24,-10,34,86,3.87
102599,24,-10,34,108,3.66
102606,28,-9,37,35,1.45
102608,25,-6,31,82,1.81
