"","megadbid","Area","N","coast_km","maxaug_c","mindec_c","continen","precip_cm","CMD","Abn_Cya_l","Abn_Cya_s_m","Abn_For_p","Abn_For_sh","Abn_Mtx_m_l","Abn_Mtx_s","Abn_For_sum34_max8","Abn_Cya_sum34_max8","Abn_Mtx_sum34_max8","Abn_eutr","Abn_inter","Abn_meso","Abn_olig","Abn_sens","Abn_tol","Abn_Max_Cya","Abn_Max_For","Abn_Max_Mtx","Abn_Max_eutr","Abn_Max_inter","Abn_Max_meso","Abn_Max_olig","Abn_Max_sens","Abn_Max_tol","Abn_Log_Cya","Abn_Log_For","Abn_Log_Mtx","Abn_Log_eutr","Abn_Log_inter","Abn_Log_meso","Abn_Log_olig","Abn_Log_sens","Abn_Log_tol","Abn_Cya_sum34_max4","Abn_For_sum34_max4","Abn_Mtx_sum34_max4"
"3931",100834,"East",13.06,324,27,-4,31,116,215,0,0,0,0,3,3,0,0,6,18,3,6,12,9,15,0,0,3,3,3,3,3,3,3,0,0,0.942,0.1,0.1,0.1,0.1,0.1,0.1,0,0,27
"3932",100837,"East",12.31,375,28,-4,32,120,229,0,0,0,0,3,3,0,0,6,27,3,0,3,0,24,0,0,3,3,3,0,3,0,3,0,0,0.912,0.1,0.1,0,0.1,0.01,0.1,0,0,27
"3933",101068,"East",15.6,11,29,-1,30,114,220,0,0,0,0,3,0,0,0,3,27,3,0,0,0,21,0,0,3,3,3,0,0,0,3,0,0,0.81,0.1,0.1,0.01,0,0.01,0.1,0,0,24
"3934",101084,"East",7.82,4,29,-1,30,110,255,0,0,0,0,3,0,0,0,3,9,0,0,0,0,9,0,0,3,3,0,0,0,0,3,0,0,0.32,0.1,0,0.01,0,0.01,0.1,0,0,9
"3935",101101,"East",9.17,220,26,-7,33,113,355,0,0,3,0,3,3,3,0,6,21,0,0,15,3,21,0,3,3,3,0,0,3,3,3,0,0.1,0.921,0.1,0,0,0.1,0.1,0.1,0,3,27
"3936",101105,"East",11.94,200,22,-9,31,130,180,0,0,0,0,3,3,0,0,6,21,3,0,15,6,24,0,0,3,3,3,0,3,3,3,0.01,0.01,1.111,0.1,0.1,0,0.1,0.1,0.1,0,0,33
"3937",101106,"East",10.31,150,25,-6,31,109,532,0,0,0,3,3,3,3,0,6,66,12,12,30,36,48,0,3,3,3,3,3,3,3,3,0,0.2,2.604,0.1,0.1,0.1,0.1,0.1,0.1,0,6,78
"3938",101116,"East",13.23,272,24,-6,30,147,103,0,0,0,0,3,3,0,0,6,21,6,0,12,6,15,0,0,3,3,3,0,3,3,3,0,0,0.82,0.1,0.1,0,0.1,0.1,0.1,0,0,24
"3939",101119,"East",12.46,298,27,-4,31,119,210,0,0,0,0,3,3,0,0,6,12,0,0,6,3,12,0,0,3,3,0,0,3,3,3,0,0,0.521,0.1,0,0,0.1,0.1,0.1,0,0,15
"3940",101127,"East",14.06,251,26,-5,31,147,79,0,0,0,0,3,3,0,0,6,36,6,6,9,9,27,0,0,3,3,3,3,3,3,3,0,0,1.224,0.1,0.1,0.1,0.1,0.1,0.1,0,0,36
"3941",101128,"East",14.8,229,24,-7,31,163,182,0,0,0,0,3,3,0,0,6,15,3,3,6,3,15,0,0,3,3,3,3,3,3,3,0,0,0.671,0.1,0.1,0.1,0.1,0.1,0.1,0,0,18
"3942",101132,"East",13.26,238,27,-5,32,128,340,0,0,0,0,3,3,0,0,6,30,6,3,6,3,27,0,0,3,3,3,3,3,3,3,0,0,0.911,0.1,0.1,0.1,0.1,0.1,0.1,0,0,27
"3943",101134,"East",12.47,288,28,-5,33,116,252,0,0,0,0,3,3,0,0,6,30,3,0,9,3,30,0,0,3,3,3,0,3,3,3,0,0,1.201,0.1,0.1,0.001,0.1,0.1,0.1,0,0,36
"3944",101142,"East",12.44,302,28,-4,32,122,284,0,0,0,0,3,3,0,0,6,30,3,3,6,15,24,0,0,3,3,3,3,3,3,3,0,0,1.142,0.1,0.1,0.1,0.1,0.1,0.1,0,0,33
"3945",101144,"East",15.53,354,29,-3,32,112,264,0,0,0,0,3,3,0,0,6,6,0,3,0,0,6,0,0,3,3,0,3,0,0,3,0,0,0.322,0.1,0.01,0.1,0,0,0.1,0,0,9
"3946",101145,"East",13.7,381,29,-3,32,106,267,0,0,0,0,3,3,0,0,6,30,0,3,3,3,27,0,0,3,3,0,3,3,3,3,0,0,1.131,0.1,0.01,0.1,0.1,0.1,0.1,0,0,33
"3947",101153,"East",13.2,337,29,-4,33,115,299,0,0,0,0,3,3,0,0,6,27,3,0,3,0,21,0,0,3,3,3,0,3,0,3,0,0,0.94,0.1,0.1,0,0.1,0.01,0.1,0,0,27
"3948",101161,"East",12.41,405,29,-3,32,113,299,0,0,3,0,3,3,3,0,6,12,0,3,6,12,12,0,3,3,3,0,3,3,3,3,0,0.1,0.621,0.1,0,0.1,0.1,0.1,0.1,0,3,18
"3949",101168,"East",13.09,387,29,-4,33,106,341,0,0,0,0,3,3,0,0,6,39,3,6,0,6,36,0,0,3,3,3,3,0,3,3,0,0,1.302,0.1,0.1,0.1,0,0.1,0.1,0,0,39
"3950",101170,"East",13.96,444,29,-4,33,105,291,0,0,0,0,3,3,0,0,6,27,3,0,6,3,24,0,0,3,3,3,0,3,3,3,0,0,0.9,0.1,0.1,0,0.1,0.1,0.1,0,0,27
"3951",101174,"East",13.35,496,28,-4,32,112,194,0,0,0,0,3,3,0,0,6,18,3,0,0,0,15,0,0,3,3,3,0,0,0,3,0,0,0.51,0.1,0.1,0,0,0,0.1,0,0,15
"3952",101178,"East",14.06,551,29,-4,33,112,209,0,0,0,0,3,3,0,0,6,27,3,6,0,9,18,0,0,3,3,3,3,0,3,3,0,0,0.8,0.1,0.1,0.1,0,0.1,0.1,0,0,24
"3953",101439,"East",17.16,23,29,-2,31,119,173,0,0,0,3,3,0,3,0,3,27,6,3,6,6,21,0,3,3,3,3,3,3,3,3,0,0.1,0.711,0.1,0.1,0.1,0.1,0.1,0.1,0,3,21
"3954",101444,"East",14.35,21,29,-3,32,111,209,0,0,0,0,3,3,0,0,6,27,3,0,6,0,24,0,0,3,3,3,0,3,0,3,0,0,0.9,0.1,0.1,0,0.1,0,0.1,0,0,27
"3955",101457,"East",11.03,145,28,-5,33,94,479,0,0,0,0,3,3,0,0,6,12,3,6,0,9,9,0,0,3,3,3,3,0,3,3,0,0,0.401,0.1,0.1,0.1,0,0.1,0.1,0,0,12
"3956",101469,"East",12.76,108,29,-4,33,101,339,0,0,0,0,3,0,0,0,3,15,3,0,0,0,12,0,0,3,3,3,0,0,0,3,0,0,0.44,0.1,0.1,0,0,0,0.1,0,0,12
"3957",101475,"East",16.73,190,23,-7,30,147,201,0,0,0,0,3,3,0,0,6,18,6,3,15,9,21,0,0,3,3,3,3,3,3,3,0,0,0.901,0.1,0.1,0.1,0.1,0.1,0.1,0,0,27
"3958",101481,"East",15.06,234,26,-5,31,124,329,0,0,0,0,3,3,0,0,6,12,3,0,3,0,9,0,0,3,3,3,0,3,0,3,0,0,0.352,0.1,0.1,0.01,0.1,0.001,0.1,0,0,9
"3959",101490,"East",15.25,237,27,-5,32,112,166,0,0,3,0,3,3,3,0,6,9,0,0,6,3,9,0,3,3,3,0,0,3,3,3,0,0.1,0.31,0.1,0,0,0.1,0.1,0.1,0,3,9
"3960",101497,"East",13.22,280,28,-5,33,118,219,0,0,0,0,3,3,0,0,6,24,3,0,3,0,27,0,0,3,3,3,0,3,0,3,0,0,0.811,0.1,0.1,0.001,0.1,0.001,0.1,0,0,24
"3961",101508,"East",13.53,281,27,-5,32,109,211,0,0,0,0,3,3,0,0,6,15,3,3,6,3,12,0,0,3,3,3,3,3,3,3,0,0,0.61,0.1,0.1,0.1,0.1,0.1,0.1,0,0,18
"3962",101510,"East",14.17,293,28,-5,33,111,266,0,0,0,0,3,3,0,0,6,18,3,0,3,0,15,0,0,3,3,3,0,3,0,3,0,0,0.5,0.1,0.1,0,0.1,0,0.1,0,0,15
"3963",101513,"East",12.67,315,28,-4,32,115,218,0,0,0,0,3,3,0,0,6,12,0,0,0,0,12,0,0,3,3,0,0,0,0,3,0,0,0.451,0.1,0,0,0.001,0,0.1,0,0,12
"3964",101516,"East",13.41,384,29,-4,33,104,286,0,0,0,0,3,3,0,0,6,21,0,3,6,0,24,0,0,3,3,0,3,3,0,3,0.001,0,0.922,0.1,0.01,0.1,0.1,0.01,0.1,0,0,27
"3965",101518,"East",13.78,327,28,-4,32,111,212,0,0,0,0,3,3,0,0,6,6,0,0,0,0,6,0,0,3,3,0,0,0,0,3,0,0,0.25,0.1,0.01,0,0,0,0.1,0,0,6
"3966",101525,"East",13.52,375,28,-5,33,102,254,0,0,0,0,3,3,0,0,6,21,3,0,3,0,18,0,0,3,3,3,0,3,0,3,0,0,0.6,0.1,0.1,0,0.1,0,0.1,0,0,18
"3967",101530,"East",12.79,435,28,-5,33,104,278,0,0,0,0,3,3,0,0,6,18,3,0,0,0,15,0,0,3,3,3,0,0,0,3,0,0,0.501,0.1,0.1,0,0,0,0.1,0,0,15
"3968",101542,"East",12.73,488,29,-4,33,105,239,0,0,0,0,3,3,0,0,6,15,0,3,3,0,12,0,0,3,3,0,3,3,0,3,0,0,0.711,0.1,0.001,0.1,0.1,0,0.1,0,0,21
"3969",101546,"East",13.29,481,28,-5,33,99,257,0,0,0,0,3,3,0,0,6,9,0,0,0,0,9,0,0,3,3,0,0,0,0,3,0,0,0.33,0.1,0.01,0,0.01,0,0.1,0,0,9
"3970",101825,"East",13.89,125,27,-5,32,108,188,0,0,0,0,3,0,0,0,3,9,0,0,0,0,9,0,0,3,3,0,0,0,0,3,0,0,0.321,0.1,0,0.01,0,0.01,0.1,0,0,9
"3971",101826,"East",13.34,125,27,-5,32,109,198,0,0,0,0,3,3,0,0,6,15,3,3,0,0,12,0,0,3,3,3,3,0,0,3,0,0,0.52,0.1,0.1,0.1,0.01,0,0.1,0,0,15
"3972",101838,"East",13.58,200,27,-6,33,101,189,0,0,0,0,3,3,0,0,6,18,3,0,3,0,21,0,0,3,3,3,0,3,0,3,0,0,0.611,0.1,0.1,0.01,0.1,0.01,0.1,0,0,18
"3973",101847,"East",15.15,206,25,-7,32,111,110,0,0,0,0,3,0,0,0,3,9,0,0,3,0,9,0,0,3,3,0,0,3,0,3,0,0,0.32,0.1,0.01,0,0.1,0,0.1,0,0,9
"3974",101865,"East",14.5,289,27,-6,33,108,183,0,0,0,0,3,3,0,0,6,12,3,3,6,3,15,0,0,3,3,3,3,3,3,3,0,0.001,0.613,0.1,0.1,0.1,0.1,0.1,0.1,0,0,18
"3975",101891,"East",15.38,384,27,-5,32,99,197,0,0,0,0,3,3,0,0,6,12,0,6,3,3,12,0,0,3,3,0,3,3,3,3,0,0,0.52,0.1,0.01,0.1,0.1,0.1,0.1,0,0,15
"3976",101892,"East",14.07,424,27,-5,32,101,232,0,0,0,0,3,3,0,0,6,21,3,3,0,0,18,0,0,3,3,3,3,0,0,3,0,0,0.711,0.1,0.1,0.1,0.01,0.001,0.1,0,0,21
"3977",101895,"East",13.85,424,27,-5,32,103,208,0,0,0,0,3,3,0,0,6,24,3,6,3,3,21,0,0,3,3,3,3,3,3,3,0,0,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0,0,24
"3978",102124,"East",11,11,26,-4,30,124,129,0,0,0,0,3,3,0,0,6,12,6,6,15,15,9,0,0,3,3,3,3,3,3,3,0,0.012,0.712,0.1,0.1,0.1,0.1,0.1,0.1,0,0,21
"3979",102126,"East",11.27,7,26,-4,30,124,113,0,0,0,3,3,3,3,0,6,21,6,0,9,3,24,0,3,3,3,3,0,3,3,3,0,0.1,0.73,0.1,0.1,0.01,0.1,0.1,0.1,0,3,21
"3980",102131,"East",11.38,8,27,-4,31,124,121,0,0,0,0,3,0,0,0,3,6,3,0,9,3,6,0,0,3,3,3,0,3,3,3,0,0.01,0.333,0.1,0.1,0.01,0.1,0.1,0.1,0,0,9
"3981",102146,"East",15.49,9,27,-4,31,129,127,0,0,0,0,3,3,0,0,6,21,3,0,6,3,18,0,0,3,3,3,0,3,3,3,0,0,0.73,0.1,0.1,0.01,0.1,0.1,0.1,0,0,21
"3982",102147,"East",15.27,23,27,-5,32,128,127,0,0,0,0,3,4,0,0,7,10,0,12,0,15,10,0,0,4,4,0,3,0,3,4,0,0,1.501,1,0.001,0.1,0,0.1,1,0,0,19
"3983",102155,"East",13.81,40,26,-7,33,132,145,0,0,0,0,3,3,0,0,6,24,6,0,6,3,18,0,0,3,3,3,0,3,3,3,0,0,0.713,0.1,0.1,0,0.1,0.1,0.1,0,0,21
"3984",102166,"East",11.51,44,27,-6,33,115,171,0,0,0,0,3,4,0,0,7,19,3,3,6,6,16,0,0,4,4,3,3,3,3,4,0,0,1.52,1,0.1,0.1,0.1,0.1,1,0,0,19
"3985",102170,"East",13.45,92,23,-9,32,129,28,0,0,0,0,3,3,0,0,6,24,6,0,6,3,18,0,0,3,3,3,0,3,3,3,0,0.01,0.741,0.1,0.1,0.01,0.1,0.1,0.1,0,0,21
"3986",102173,"East",15.42,132,25,-7,32,117,100,0,0,0,0,3,0,0,0,3,9,3,0,0,0,6,0,0,3,3,3,0,0,0,3,0,0,0.213,0.1,0.1,0,0.01,0.001,0.1,0,0,6
"3987",102177,"East",11.39,84,25,-7,32,109,164,0,0,0,0,3,3,0,0,6,15,3,0,3,0,18,0,0,3,3,3,0,3,0,3,0,0,0.671,0.1,0.1,0.01,0.1,0.01,0.1,0,0,18
"3988",102178,"East",12.22,135,25,-7,32,113,101,0,0,0,0,3,3,0,0,6,18,3,3,3,0,15,0,0,3,3,3,3,3,0,3,0,0,0.631,0.1,0.1,0.1,0.1,0.01,0.1,0,0,18
"3989",102186,"East",11.44,131,25,-8,33,112,120,0,0,0,0,3,3,0,0,6,12,0,0,0,0,12,0,0,3,3,0,0,0,0,3,0,0,0.43,0.1,0,0.01,0.01,0.01,0.1,0,0,12
"3990",102193,"East",11.68,185,23,-7,30,125,36,0,0,0,0,3,3,0,0,6,3,3,3,3,0,3,0,0,3,3,3,3,3,0,3,0,0,0.221,0.1,0.1,0.1,0.1,0,0.1,0,0,6
"3991",102200,"East",12.04,176,25,-8,33,106,126,0,0,0,0,3,0,0,0,3,15,6,3,6,9,9,0,0,3,3,3,3,3,3,3,0,0,0.521,0.1,0.1,0.1,0.1,0.1,0.1,0,0,15
"3992",102207,"East",12.01,228,25,-7,32,105,153,0,0,0,3,3,0,3,0,3,9,3,0,6,0,6,0,3,3,3,3,0,3,0,3,0,0.1,0.24,0.1,0.1,0,0.1,0,0.1,0,3,6
"3993",102217,"East",11.5,255,25,-7,32,89,207,0,0,0,0,3,3,0,0,6,9,0,3,0,0,15,0,0,3,3,0,3,0,0,3,0,0,0.514,0.1,0.001,0.1,0.01,0.001,0.1,0,0,15
"3994",102225,"East",12.48,252,25,-7,32,111,91,0,0,0,0,3,3,0,0,6,18,9,6,12,12,18,0,0,3,3,3,3,3,3,3,0,0,0.83,0.1,0.1,0.1,0.1,0.1,0.1,0,0,24
"3995",102227,"East",12.8,280,25,-7,32,113,86,0,0,0,0,3,3,0,0,6,21,3,6,3,6,24,0,0,3,3,3,3,3,3,3,0,0,0.814,0.1,0.1,0.1,0.1,0.1,0.1,0,0,24
"3996",102238,"East",12.03,276,24,-8,32,107,138,0,0,0,0,3,3,0,0,6,18,3,0,3,0,15,0,0,3,3,3,0,3,0,3,0,0,0.511,0.1,0.1,0.001,0.1,0.01,0.1,0,0,15
"3997",102417,"East",13.35,33,27,-7,34,124,183,0,0,0,0,3,3,0,0,6,18,3,9,3,12,15,0,0,3,3,3,3,3,3,3,0,0,0.801,0.1,0.1,0.1,0.1,0.1,0.1,0,0,24
"3998",102422,"East",13.73,14,27,-6,33,119,165,0,0,0,3,3,0,3,0,3,9,3,0,18,9,9,0,3,3,3,3,0,3,3,3,0,0.1,0.431,0.1,0.1,0.01,0.1,0.1,0.1,0,3,12
"3999",102432,"East",12.35,61,25,-7,32,125,183,0,0,0,3,4,3,3,0,7,17,4,3,15,15,13,0,3,4,4,4,3,3,3,4,0,0.101,1.531,1,1,0.1,0.1,0.1,1,0,3,19
"4000",102446,"East",11.26,108,25,-8,33,126,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.01,0.01,0,0.01,0.001,0.01,0,0,0
"4001",102451,"East",9.95,136,24,-9,33,127,162,0,0,0,0,4,3,0,0,7,19,0,9,6,9,19,0,0,4,4,0,3,3,3,4,0,0.001,1.822,1,0.01,0.1,0.1,0.1,1,0,0,28
"4002",102457,"East",9.75,100,24,-8,32,119,65,0,0,0,0,3,0,0,0,3,6,3,3,6,6,6,0,0,3,3,3,3,3,3,3,0,0.001,0.35,0.1,0.1,0.1,0.1,0.1,0.1,0,0,9
"4003",102460,"East",11.48,147,23,-11,34,133,187,0,0,0,0,3,3,0,0,6,21,3,9,6,12,18,0,0,3,3,3,3,3,3,3,0,0,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0,0,27
"4004",102463,"East",11.07,92,27,-7,34,107,193,0,0,0,0,3,3,0,0,6,24,6,9,3,12,18,0,0,3,3,3,3,3,3,3,0,0,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0,0,24
"4005",102467,"East",11.69,127,24,-9,33,125,254,0,0,0,0,3,3,0,0,6,9,3,0,6,3,6,0,0,3,3,3,0,3,3,3,0,0,0.341,0.1,0.1,0.01,0.1,0.1,0.1,0,0,9
"4006",102470,"East",13.02,124,27,-6,33,98,194,0,0,0,0,3,3,0,0,6,15,0,6,3,3,15,0,0,3,3,0,3,3,3,3,0,0,0.65,0.1,0.01,0.1,0.1,0.1,0.1,0,0,18
"4007",102484,"East",10,123,24,-10,34,104,142,0,0,0,0,3,4,0,0,7,19,3,9,6,12,16,0,0,4,4,3,3,3,3,4,0,0,1.711,1,0.1,0.1,0.1,0.1,1,0,0,25
"4008",102490,"East",11.41,163,24,-8,32,108,121,0,0,0,0,3,3,0,0,6,15,0,6,3,9,15,0,0,3,3,0,3,3,3,3,0,0,0.62,0.1,0.01,0.1,0.1,0.1,0.1,0,0,18
"4009",102496,"East",11.67,161,24,-7,31,110,100,0,0,0,0,3,3,0,0,6,9,0,0,3,0,9,0,0,3,3,0,0,3,0,3,0,0.001,0.322,0.1,0.01,0.01,0.1,0.001,0.1,0,0,9
"4010",102505,"East",12.78,224,25,-8,33,105,135,0,0,0,0,3,3,0,0,6,21,6,6,6,12,15,0,0,3,3,3,3,3,3,3,0,0,0.71,0.1,0.1,0.1,0.1,0.1,0.1,0,0,21
"4011",102519,"East",10.07,267,26,-6,32,90,186,0,0,0,0,3,3,0,0,6,9,0,6,3,6,9,0,0,3,3,0,3,3,3,3,0,0,0.423,0.1,0.001,0.1,0.1,0.1,0.1,0,0,12
"4012",102545,"East",12.35,355,25,-7,32,116,119,0,0,0,0,3,3,0,0,6,9,0,6,3,6,9,0,0,3,3,0,3,3,3,3,0,0,0.501,0.1,0,0.1,0.1,0.1,0.1,0,0,15
"4013",102696,"East",7.4,2,25,-8,33,118,130,0,0,0,3,3,0,3,0,3,18,9,0,15,6,12,0,3,3,3,3,0,3,3,3,0,0.122,0.51,0.1,0.1,0.001,0.1,0.1,0.1,0,3,15
"4014",102702,"East",8.81,2,25,-8,33,120,125,0,0,0,3,4,3,3,0,7,22,12,6,37,29,14,0,3,4,4,4,3,4,4,4,0,0.2,4.532,1,1,0.1,1,1,1,0,6,31
"4015",102706,"East",7.89,30,26,-10,36,119,174,0,0,0,0,3,3,0,0,6,18,6,0,12,3,15,0,0,3,3,3,0,3,3,3,0,0,0.6,0.1,0.1,0,0.1,0.1,0.1,0,0,18
"4016",102710,"East",9.08,1,25,-8,33,120,116,0,0,0,0,3,3,0,0,6,21,3,3,3,3,18,0,0,3,3,3,3,3,3,3,0,0,0.612,0.1,0.1,0.1,0.1,0.1,0.1,0,0,18
"4017",102720,"East",8.81,42,26,-10,36,118,147,0,0,0,0,3,3,0,0,6,18,6,0,9,6,12,0,0,3,3,3,0,3,3,3,0,0,0.65,0.1,0.1,0.01,0.1,0.1,0.1,0,0,18
"4018",102724,"East",8.37,86,25,-10,35,116,133,0,0,0,0,3,3,0,0,6,12,3,6,6,6,12,0,0,3,3,3,3,3,3,3,0,0.01,0.631,0.1,0.1,0.1,0.1,0.1,0.1,0,0,18
"4019",102736,"East",7.66,86,25,-11,36,117,103,0,0,0,0,3,3,0,0,6,15,0,3,12,9,15,0,0,3,3,0,3,3,3,3,0,0.011,0.88,0.1,0.01,0.1,0.1,0.1,0.1,0,0,24
"4020",102739,"East",9.19,117,23,-11,34,104,78,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0.001,0,0.18,0.1,0.01,0.001,0.01,0.01,0.1,0,0,3
"4021",102749,"East",7.87,137,25,-10,35,110,247,0,0,0,0,3,3,0,0,6,21,12,3,15,6,18,0,0,3,3,3,3,3,3,3,0,0,0.811,0.1,0.1,0.1,0.1,0.1,0.1,0,0,24
"4022",102752,"East",9.9,166,23,-11,34,133,146,0,3,0,0,3,3,0,3,6,15,3,3,6,6,12,3,0,3,3,3,3,3,3,3,0.1,0,0.41,0.1,0.1,0.1,0.1,0.1,0.1,3,0,12
"4023",102758,"East",9.8,176,22,-13,35,137,132,0,0,0,0,3,3,0,0,6,21,6,6,3,12,15,0,0,3,3,3,3,3,3,3,0,0,0.701,0.1,0.1,0.1,0.1,0.1,0.1,0,0,21
"4024",102765,"East",9.03,208,25,-9,34,114,105,0,0,0,0,3,3,0,0,6,12,0,0,15,6,18,0,0,3,3,0,0,3,3,3,0,0,0.821,0.1,0.01,0,0.1,0.1,0.1,0,0,24
"4025",102770,"East",8.03,226,23,-12,35,120,64,0,0,0,0,0,3,0,0,3,3,0,3,0,0,9,0,0,3,3,0,3,0,0,3,0,0.001,0.321,0.1,0,0.1,0.01,0.001,0.1,0,0,9
"4026",102773,"East",7.35,254,23,-12,35,122,82,0,0,0,0,3,3,0,0,6,24,9,0,18,6,21,0,0,3,3,3,0,3,3,3,0,0.01,0.912,0.1,0.1,0.001,0.1,0.1,0.1,0,0,27
"4027",102783,"East",9.77,212,22,-10,32,141,50,0,0,0,0,3,3,0,0,6,15,0,3,3,6,21,0,0,3,3,0,3,3,3,3,0,0,0.722,0.1,0.001,0.1,0.1,0.1,0.1,0,0,21
"4028",102785,"East",12.06,230,23,-11,34,137,45,0,0,0,3,3,3,3,0,6,21,9,0,30,21,21,0,3,3,3,3,0,3,3,3,0,0.1,1.1,0.1,0.1,0,0.1,0.1,0.1,0,3,33
"4029",102788,"East",7.06,255,22,-12,34,104,122,0,0,0,0,3,3,0,0,6,15,3,3,9,6,15,0,0,3,3,3,3,3,3,3,0,0.02,0.72,0.1,0.1,0.1,0.1,0.1,0.1,0,0,21
"4030",102791,"East",10.37,258,23,-12,35,129,79,0,0,0,3,3,3,3,0,6,30,9,6,18,15,24,0,3,3,3,3,3,3,3,3,0,0.1,1.03,0.1,0.1,0.1,0.1,0.1,0.1,0,3,30
"4031",102810,"East",13.92,275,23,-12,35,143,56,3,0,0,0,3,3,0,3,6,15,6,6,21,15,21,3,0,3,3,3,3,3,3,3,0.1,0.002,0.85,0.1,0.1,0.1,0.1,0.1,0.1,3,0,24
"4032",102813,"East",16.02,299,24,-9,33,128,89,0,0,0,0,3,3,0,0,6,15,3,0,6,3,12,0,0,3,3,3,0,3,3,3,0,0,0.511,0.1,0.1,0,0.1,0.1,0.1,0,0,15
"4033",102816,"East",11.05,280,25,-7,32,99,171,0,0,0,0,3,3,0,0,6,12,0,6,3,9,12,0,0,3,3,0,3,3,3,3,0,0,0.51,0.1,0.01,0.1,0.1,0.1,0.1,0,0,15
"4034",102818,"East",11.47,306,26,-5,31,95,186,0,0,0,0,3,3,0,0,6,12,0,6,3,3,12,0,0,3,3,0,3,3,3,3,0,0,0.511,0.1,0,0.1,0.1,0.1,0.1,0,0,15
"4035",102979,"East",4.31,3,22,-8,30,127,81,3,0,4,3,4,3,7,3,7,10,14,16,78,62,28,3,4,4,4,4,4,4,4,4,0.1,2.5,2.211,1,1,1,1,1,1,3,23,40
"4036",102981,"East",4.94,18,25,-10,35,124,128,0,3,4,4,3,3,8,3,6,21,22,19,84,63,27,3,4,3,3,4,4,4,4,3,0.1,2.501,1.72,0.1,1,1,1,1,0.1,3,23,51
"4037",102987,"East",4.68,0,24,-7,31,135,116,3,0,0,0,4,3,0,3,7,19,16,6,43,30,19,3,0,4,4,4,3,4,3,4,0.1,0.03,2.221,1,1,0.1,1,0.1,1,3,0,40
"4038",102991,"East",6.86,6,25,-8,33,121,119,0,0,3,3,3,3,6,0,6,15,9,3,27,18,18,0,3,3,3,3,3,3,3,3,0,0.3,0.603,0.1,0.1,0.1,0.1,0.1,0.1,0,9,18
"4039",102996,"East",5.23,22,25,-10,35,124,115,0,0,3,3,3,0,6,0,3,9,12,3,36,21,12,0,3,3,3,3,3,3,3,3,0,0.2,0.711,0.1,0.1,0.1,0.1,0.1,0.1,0,6,21
"4040",102999,"East",5.45,12,24,-9,33,108,114,0,0,3,4,4,3,7,0,7,28,20,13,59,39,27,0,4,4,4,4,4,4,4,4,0.002,1.5,4.81,1,1,1,1,1,1,0,19,40
"4041",103012,"East",4.37,3,23,-9,32,126,102,0,0,0,3,3,3,3,0,6,21,15,9,39,21,18,0,3,3,3,3,3,3,3,3,0.01,0.201,1.112,0.1,0.1,0.1,0.1,0.1,0.1,0,6,33
"4042",103015,"East",7.04,20,25,-9,34,110,159,0,0,3,3,3,3,6,0,6,21,12,12,33,36,15,0,3,3,3,3,3,3,3,3,0,0.3,1.01,0.1,0.1,0.1,0.1,0.1,0.1,0,9,30
"4043",103027,"East",5.98,41,25,-11,36,110,167,0,0,0,3,3,0,3,0,3,15,6,3,24,18,12,0,3,3,3,3,3,3,3,3,0.011,0.301,0.512,0.1,0.1,0.1,0.1,0.1,0.1,0,9,15
"4044",103030,"East",5.24,71,24,-12,36,105,155,0,0,0,0,3,0,0,0,3,6,0,0,6,3,6,0,0,3,3,0,0,3,3,3,0,0.012,0.321,0.1,0.01,0.001,0.1,0.1,0.1,0,0,9
"4045",103045,"East",6.18,79,25,-11,36,111,132,0,0,0,3,3,0,3,0,3,12,9,6,30,21,9,0,3,3,3,3,3,3,3,3,0.011,0.22,0.731,0.1,0.1,0.1,0.1,0.1,0.1,0,6,21
"4046",103051,"East",6.2,97,24,-12,36,117,111,0,0,0,0,3,3,0,0,6,12,9,0,27,9,12,0,0,3,3,3,0,3,3,3,0,0.03,0.902,0.1,0.1,0.01,0.1,0.1,0.1,0,0,27
"4047",103060,"East",7.04,88,20,-13,33,161,0,0,0,0,3,3,3,3,0,6,12,9,3,30,15,12,0,3,3,3,3,3,3,3,3,0,0.2,0.73,0.1,0.1,0.1,0.1,0.1,0.1,0,6,21
"4048",103077,"East",7.9,166,22,-14,36,121,178,0,0,0,0,3,3,0,0,6,15,6,0,12,9,12,0,0,3,3,3,0,3,3,3,0,0,0.701,0.1,0.1,0.001,0.1,0.1,0.1,0,0,21
"4049",103083,"East",7.73,175,24,-11,35,96,232,0,0,0,0,3,3,0,0,6,21,9,9,12,15,15,0,0,3,3,3,3,3,3,3,0,0.031,0.921,0.1,0.1,0.1,0.1,0.1,0.1,0,0,27
"4050",103085,"East",9.22,207,21,-13,34,148,73,0,0,0,0,3,4,0,0,7,19,6,3,9,6,16,0,0,4,4,3,3,3,3,4,0,0,1.72,1,0.1,0.1,0.1,0.1,1,0,0,25
"4051",103093,"East",10.17,223,24,-11,35,114,145,0,0,0,0,3,3,0,0,6,15,3,6,0,3,12,0,0,3,3,3,3,0,3,3,0,0,0.51,0.1,0.1,0.1,0.01,0.1,0.1,0,0,15
